,sm_smos,sm_smap,sm_tc,sm_gldas,sm_fldas
2012-06-30,0.0454489069573548,,0.02253789413135059,1.2968735148647115,6441.276256272139
2012-07-31,0.04221888424161559,,0.02001453912626196,1.2383432785690935,6162.01282897423
2012-08-31,0.0436639813781786,,0.018406416213734907,1.2053958705094714,6003.082082648829
2012-09-30,0.045756398489243205,,0.01750345477019608,1.1858935211043113,5937.367152656413
2012-10-31,0.06180403809056278,,0.016587478002346667,1.1856970001973504,6039.611385713082
2012-11-30,0.10178108397319904,,0.016534792848966275,1.2082221117347505,6358.7787564040955
2012-12-31,0.25285474562744537,,0.06433442702034825,1.3871369079928788,7560.00599831462
2013-01-31,0.2688188611691493,,0.05509426747592784,1.491583856410886,7932.728356224066
2013-02-28,0.21209732013545596,,0.04742670395191216,1.5253209338622873,7909.411588455232
2013-03-31,0.15683851500636012,,0.04337633950860549,1.4945522148499606,7605.822498549558
2013-04-30,0.08724380429412211,,0.03871920615102745,1.3933013149273643,6969.61652597825
2013-05-31,0.061574969280442406,,0.03449726788628078,1.271982285836382,6427.210216410863
2013-06-30,0.045154745606300346,,0.03044088893761255,1.2077819028689016,6095.466074434913
2013-07-31,0.04559112662432593,,0.0268512241318651,1.1714183906937936,5913.778518568601
2013-08-31,0.04567600346705632,,0.02461903894889412,1.1483111146602065,5806.995644011569
2013-09-30,0.04690179369875614,,0.022938358625781963,1.1373683297678832,5766.334205685602
2013-10-31,0.050618174361802874,,0.021221369392589805,1.1367933645975508,6009.018120307488
2013-11-30,0.08655992113594313,,0.020890469331827453,1.1544754368836507,6128.664561390644
2013-12-31,0.09910049000594429,,0.020097058474666668,1.2158567349415308,6522.061869532587
2014-01-31,0.08738467167286566,,0.019009838484781175,1.2524269698020758,6444.0174804626895
2014-02-28,0.17119331615381142,,0.02124181388749804,1.322571725076221,6954.683346873508
2014-03-31,0.17070215118582366,,0.02057864523454745,1.4286714751705407,7290.431502844383
2014-04-30,0.10768821699318509,,0.019887416202741964,1.3630734256312662,6983.030326697328
2014-05-31,0.05647832468315517,,0.018689179342807845,1.252497862726985,6495.118275741479
2014-06-30,0.04577143585473849,,0.01681366895515608,1.1758109456342638,6048.985264474842
2014-07-31,0.047974869238914496,,0.015458474976677647,1.1387567990910021,5847.63979521094
2014-08-31,0.04494456161282319,,0.014378661090484707,1.121482649562424,5781.4619811067405
2014-09-30,0.039677647185727305,,0.013795772275450981,1.107042359091348,5772.359195358993
2014-10-31,0.04190459750807372,,0.01317931161318902,1.110659906874745,5856.132900402492
2014-11-30,0.09893967681582347,,0.012838231043212548,1.140038125078486,6488.088487985669
2014-12-31,0.27107551375857875,,0.09887608321686589,1.4070010192336744,7623.801772339148
2015-01-31,0.18050569864400776,,0.07844436396232785,1.467047129386249,7603.056275253091
2015-02-28,0.1571561098900061,,0.0655089880766745,1.5049020650973404,7623.550181817367
2015-03-31,0.09705780613612643,,0.054932994982851764,1.442863192593931,7240.263628912064
2015-04-30,0.06663039765593086,0.06904826557763175,0.04815074587989334,1.3283533945965031,6720.845246715215
2015-05-31,0.055679272362789904,0.05044154173937221,0.042097929354139606,1.2536173834425517,6502.990068231167
2015-06-30,0.04662147021006172,0.04216929321984337,0.03721601091784784,1.1815384720391817,6121.7110859905015
2015-07-31,0.04341931746603982,0.043783672651150136,0.03288468022854275,1.141351130207854,5914.4588143481
2015-08-31,0.03987432828587263,0.038829475133458066,0.029565275055686277,1.1168386531265995,5800.026324296028
2015-09-30,0.03829622658817504,0.04280250680835926,0.027228794840646272,1.0996527567727628,5777.986945114149
2015-10-31,0.04490484378019724,0.05059342831339669,0.025155424068869017,1.1105333915401228,6044.016371225921
2015-11-30,0.12841292449609734,0.13564946051738133,0.025015308887943528,1.2277310225892388,6407.9787683656195
2015-12-31,0.17890113277671138,0.19594150348751416,0.048361166863259614,1.3341096419350367,7163.345622778457
2016-01-31,0.32885290060162387,0.39009428352166237,0.14842240241503377,1.6099112178515227,8136.76062915321
2016-02-29,0.2724448099618152,0.35870366327418574,0.10366650006748863,1.7917316153528486,8591.783727564442
2016-03-31,0.25294211792746146,0.28442300957083255,0.0820867798156549,1.81132372971779,8675.424995672161
2016-04-30,0.12244821167572714,0.12598327737772338,0.06675517184843295,1.6846853296641982,8055.055404796372
2016-05-31,0.06190152439231521,0.05414310047209156,0.055461085437791366,1.5444141372846132,7215.868003011358
2016-06-30,0.04646388467943446,0.03658481164130775,0.04710942879583373,1.3730867731402472,6530.1867727321405
2016-07-31,0.04266089048406432,0.03653137752964499,0.04058806390141491,1.2591115508614013,6137.845081421494
2016-08-31,0.03938919258478353,0.0376811192506305,0.03590312607904628,1.2073517262464466,5953.434381986486
2016-09-30,0.03816984228455961,0.037237494111668615,0.03245623004059608,1.1835543414112357,5894.387684038971
2016-10-31,0.051534892809648084,0.06352362135617509,0.02992501751326118,1.1909162662753618,6018.193459346902
2016-11-30,0.13080306205724557,0.15547364749647322,0.028260126919981178,1.296300656980816,6773.026431766624
2016-12-31,0.24833073576728903,0.23359439056171188,0.09793892606996078,1.4810010297081782,7416.97761960719
2017-01-31,0.44883449703151845,0.4495511401229825,0.34182724195589026,1.9160802021412984,9199.068613149342
2017-02-28,0.46598937076084807,0.48185508479770245,0.3576234574723514,2.1322508726871643,10027.587795226613
2017-03-31,0.2663380180783236,0.29314123077181914,0.1768298639062839,2.0225816601836284,9588.720686792478
2017-04-30,0.16094016048849144,0.16282469349070428,0.11553305645216627,1.927276221987594,9086.477889340535
2017-05-31,0.0665043906011738,0.051332244048454274,0.08430852309072313,1.701701999243693,7890.062444700703
2017-06-30,0.046614865084173215,0.04125929352544809,0.06628366236089726,1.483618107740477,7033.007560737216
2017-07-31,0.04027979013533001,0.03980141412857592,0.054669210065016474,1.3382331117332946,6474.247693715
2017-08-31,0.038629370215660194,0.037291792362642726,0.04683921529675294,1.2750221375939437,6227.401239469473
2017-09-30,0.039550034332776644,0.03984873203519706,0.04120486395422118,1.2655432476960926,6256.390317826449
2017-10-31,0.04285771446851507,0.042796566943735785,0.03682166747216314,1.2437103239284424,6250.5787086993605
2017-11-30,0.06401966047160666,0.07676526933115303,0.033379831483532546,1.2584028859323046,6598.938064046355
2017-12-31,0.07969337359285063,0.07712642164751249,0.03040134871883294,1.2828934102365563,6740.303637093537
2018-01-31,0.19785587703836574,0.17623209306955234,0.03120568476049568,1.3677965021045386,7583.974998167576
2018-02-28,0.13383779993028075,0.13941560340023929,0.028703705638952158,1.380128840558994,7430.428282133378
2018-03-31,0.24188869457776374,0.26848030748788865,0.02962638996901647,1.63284082593101,8064.582468526226
2018-04-30,0.1446846466041281,0.151230001971571,0.028759886806236864,1.6925354974197864,8225.692995118103
2018-05-31,0.06467837319728335,0.04352272319285993,0.02623947864425412,1.51401012408847,7238.693728047445
2018-06-30,0.05168803698554551,0.038935782695232485,0.023704220932216472,1.3593955739377361,6590.8920156777085
2018-07-31,0.04242639561606637,0.03789605383724579,0.021144263760313725,1.2645314116700033,6260.926571727392
2018-08-31,0.03956396507245631,0.03969768642735874,0.01970529393001412,1.2196532789008014,6088.027508107424
2018-09-30,0.0381151888426948,0.03786655094662496,0.018557493921832157,1.1900251286378984,6013.554871966093
2018-10-31,0.04507464747340133,0.05108745280166424,0.017423100246939608,1.2045870179227272,6096.614284674941
2018-11-30,0.08931341990516291,0.08382882939054205,0.018480011556341963,1.2140293997196128,6432.763429845379
2018-12-31,0.25030296010818326,0.2825278013969746,0.01802938039998745,1.446866742138305,7572.044137740688
2019-01-31,0.2936900167245254,0.3232486451058401,0.08430165849509647,1.619111645658279,8172.178377463906
2019-02-28,0.3835423733361606,0.4322709427629207,0.15658509856205804,1.9234313518129504,9048.395294778133
2019-03-31,0.2959745874348054,0.3237022223718111,0.12262456284902902,2.0079710649722164,9451.013248715555
2019-04-30,0.12691185870765415,0.11623246065305798,0.08680160127337412,1.8473177839385309,8510.33204955158
2019-05-31,0.1208748453848387,0.09756604670267449,0.07008982088683921,1.752702394494872,7840.813256032852
2019-06-30,0.09845006629420437,0.058722276257965764,0.05700340463575843,1.6598585968841508,7115.272970596889
2019-07-31,0.04653688654504819,0.036699178015421455,0.047126363001072945,1.4127328028913515,6537.3399116212295
2019-08-31,0.04209110565461311,0.03890736236944319,0.04105570394834823,1.299557765632126,6274.472892490041
2019-09-30,0.044122591112476225,0.04038374314510454,0.036414029721198435,1.2602891303624377,6169.063725631824
2019-10-31,0.044493903194143716,0.04140296672193717,0.032852071627996866,1.2368409533822664,6187.254026172854
2019-11-30,0.06262563413107783,0.06279680883456008,0.03023975990211765,1.235724243560886,6361.271221536893
2019-12-31,0.2793967259252933,0.31712674161508314,0.07929098389865412,1.4459010792075226,7922.680493585224
2020-01-31,,0.2681794184950257,0.06466803889894902,1.513634161047487,8155.5741088081795
2020-02-29,,0.15581100512844298,0.05367663949301961,1.6568883304654805,7837.0746109501615
2020-03-31,,0.17096506487192598,0.05033486663840627,1.7147823008905674,8005.145533280103
2020-04-30,,0.1606006866311832,0.04932897869422431,1.7224410707590192,8247.581487258085
2020-05-31,,0.052456599744013774,0.04105955362856157,1.5294739328781186,7157.512640524588
2020-06-30,,0.039702454827486175,0.03530926046107609,1.359131137031072,6652.128188419587
2020-07-31,,0.03764346298501768,0.031067585034039214,1.255071418918995,6282.96489760771
2020-08-31,,0.040740402103865855,0.028064440152144318,1.2089394964423068,6096.733506067279
